id	emotion
34898_0040_A_1206	0.046651434153318405,0.0371277742087841,0.008087205700576305,0.013867884874343872,0.018192509189248085,0.04945515841245651
34898_0040_A_1208	0.007732724770903587,0.031356632709503174,0.004844121169298887,0.03681251034140587,0.03418508917093277,0.05704060569405556
34898_0040_A_1210	0.03155767172574997,0.03883638232946396,0.008092883974313736,0.03183319792151451,0.014150627888739109,0.2595733404159546
34898_0040_A_1209	0.01161680556833744,0.003780913073569536,0.05180948227643967,0.015039891004562378,0.05469561740756035,0.07128942757844925
34898_0041_A_1212	0.009014747105538845,0.015353062190115452,0.05005510151386261,0.029924806207418442,0.07023467868566513,0.31537169218063354
34898_0040_A_1211	0.02556626871228218,0.01168400701135397,0.014330310747027397,0.00457365158945322,0.03065633401274681,0.046315841376781464
34898_0041_A_1217	0.008247492834925652,0.04451146349310875,0.6306465268135071,0.06994153559207916,0.1952109932899475,0.05843380093574524
34898_0041_A_1219	0.015122145414352417,0.0711931437253952,0.256399929523468,0.3223157823085785,0.13794362545013428,0.25168609619140625
34898_0041_A_1222	0.0032672672532498837,0.027057603001594543,0.011987242847681046,0.33629006147384644,0.05715165287256241,0.5859740972518921
34898_0041_A_1220	0.03106847032904625,0.045210134238004684,0.03980594500899315,0.1034281924366951,0.07317850738763809,0.29123958945274353
34898_0041_A_1227	0.005843501538038254,0.01704474538564682,0.10034717619419098,0.12378789484500885,0.025155380368232727,0.03541954606771469
34898_0041_A_1225	0.006343188229948282,0.02287200652062893,0.005723757669329643,0.01677163690328598,0.013100760988891125,0.030450062826275826
34898_0041_A_1231	0.008941635489463806,0.03597875311970711,0.43672987818717957,0.21493548154830933,0.07332321256399155,0.13783811032772064
34898_0041_A_1232	0.008796065114438534,0.735747218132019,0.2136826515197754,0.27508169412612915,0.012373538687825203,0.22080324590206146
34898_0041_A_1233	0.039749085903167725,0.09229010343551636,0.06311024725437164,0.04638869687914848,0.03268510103225708,0.9553064703941345
34898_0041_A_1236	0.019939547404646873,0.04014517739415169,0.017648903653025627,0.19828051328659058,0.036937013268470764,0.1449097990989685
34898_0041_A_1235	0.04332830011844635,0.11370682716369629,0.030203718692064285,0.36662453413009644,0.046126071363687515,0.27043819427490234
34898_0041_A_1239	0.00462429178878665,0.04930482804775238,0.016384286805987358,0.2065030336380005,0.023429669439792633,0.290850967168808
34898_0041_A_1240	0.004336492624133825,0.018773289397358894,0.5400987267494202,0.24784418940544128,0.05544424429535866,0.08671127259731293
34898_0041_A_1246	0.060886383056640625,0.3893512487411499,0.019441649317741394,0.03462663292884827,0.017960721626877785,0.1399635374546051
34898_0041_A_1245	0.03681018203496933,0.14986345171928406,0.03525462746620178,0.03136392682790756,0.010248947888612747,0.06989786773920059
34898_0041_A_1247	0.026089251041412354,0.10453522950410843,0.0052358973771333694,0.18449260294437408,0.01960373856127262,0.04623899608850479
34898_0041_A_1259	0.027888217940926552,0.10534762591123581,0.00405720341950655,0.03512340784072876,0.005587532185018063,0.034264467656612396
34898_0041_A_1260	0.022990062832832336,0.18977949023246765,0.3440209925174713,0.05118925869464874,0.011719813570380211,0.0772985965013504
34898_0041_A_1267	0.0020628466736525297,0.023852121084928513,0.017193878069519997,0.021252697333693504,0.05130769684910774,0.07270395755767822
34898_0041_A_1271	0.013840405270457268,0.05066245049238205,0.11949373036623001,1.796393632888794,0.07411953806877136,0.19229191541671753
34898_0041_A_1273	0.009289163164794445,0.04239612817764282,0.26263946294784546,0.6523406505584717,0.04364066570997238,0.04898728430271149
34898_0041_A_1279	0.045697495341300964,0.15758246183395386,0.21544669568538666,0.012811454012989998,2.0910892486572266,0.8903358578681946
34898_0041_A_1280	0.020184095948934555,0.06421692669391632,0.008238323964178562,0.12814274430274963,0.14649178087711334,0.5557156205177307
34898_0041_A_1283	0.015252942219376564,0.05220819264650345,0.08015786111354828,0.18948990106582642,0.08727489411830902,0.25142571330070496
34898_0041_A_1284	0.023560095578432083,0.05240262299776077,0.04999706149101257,0.18540805578231812,0.07464483380317688,0.19830764830112457
34898_0041_A_1286	0.02071170136332512,0.20891180634498596,0.21648544073104858,0.16923175752162933,0.03455360233783722,0.11517376452684402
34898_0041_A_1289	0.01949559524655342,0.015888139605522156,0.1252530962228775,0.2724486291408539,1.662964105606079,1.3064968585968018
34898_0041_A_1290	0.0036606593057513237,0.011789042502641678,0.01692403107881546,2.3577961921691895,0.20792248845100403,0.34811484813690186
34898_0041_A_1250	0.0038437610492110252,0.023617973551154137,0.10157425701618195,0.06742451339960098,0.06200890988111496,0.05886188894510269
34898_0041_A_1253	0.0045051248744130135,0.01563962921500206,0.14056935906410217,0.014659089967608452,0.039413172751665115,0.023049797862768173
34898_0041_A_1268	0.003527239430695772,0.028757989406585693,0.047497887164354324,0.06683748960494995,0.1918945014476776,0.20942039787769318
34898_0041_A_1270	0.009888624772429466,0.020980488508939743,0.10211245715618134,1.3195457458496094,0.5973818302154541,1.2288864850997925
34898_0041_A_1276	0.23342277109622955,0.06148822233080864,0.01170677226036787,0.016933849081397057,0.023676244542002678,2.6697397232055664
34898_0041_A_1294	0.0113741559907794,0.00793240126222372,0.03300677612423897,0.5804282426834106,0.16086693108081818,0.3744114637374878
34898_0041_A_1249	0.009629201143980026,0.006398748606443405,0.006093819625675678,0.027049649506807327,0.08380069583654404,0.041330818086862564
34898_0041_A_1251	0.004845670890063047,0.022034090012311935,0.03373124822974205,0.027019578963518143,0.09040740132331848,0.053748056292533875
34898_0041_A_1252	0.003036252222955227,0.03559885546565056,0.009979469701647758,0.08040674775838852,0.09247792512178421,0.12792810797691345
34898_0041_A_1254	0.11799359321594238,0.17992746829986572,0.011123327538371086,0.012727257795631886,0.0036081941798329353,0.04830975830554962
34898_0041_A_1258	0.03138799965381622,0.13465838134288788,0.00674434332177043,0.05039796233177185,0.023182108998298645,0.46830832958221436
34898_0041_A_1257	0.07415474951267242,0.20930731296539307,0.005005998536944389,0.015622152015566826,0.004049500450491905,0.0857277512550354
34898_0041_A_1256	0.006055038422346115,0.040995970368385315,0.7372835874557495,0.03669998049736023,0.05365458130836487,0.028185317292809486
34898_0041_A_1262	0.04306605085730553,0.34060347080230713,0.00755160441622138,0.009460237808525562,0.0027873897925019264,0.03042260929942131
34898_0041_A_1261	0.022527232766151428,0.038264140486717224,0.004708508029580116,0.017183657735586166,0.07593643665313721,0.07475878298282623
34898_0041_A_1264	0.014966856688261032,0.07972899824380875,0.10925699025392532,0.12602877616882324,0.019375527277588844,0.09236816316843033
34898_0041_A_1265	0.024965662509202957,0.15052643418312073,0.01817234233021736,0.04113113880157471,0.017407819628715515,0.0884709358215332
34898_0041_A_1266	0.07266818732023239,0.14867253601551056,0.006022327579557896,0.03825819492340088,0.00915052741765976,0.05206281691789627
34898_0041_A_1269	0.005173381883651018,0.023480258882045746,0.06278844177722931,0.02681124210357666,0.02539774775505066,0.04010237008333206
34898_0041_A_1274	0.02673938311636448,0.02607826329767704,0.02814972773194313,0.228861004114151,0.1497202217578888,0.3530622720718384
34898_0041_A_1275	0.018850009888410568,0.015175674110651016,0.038774847984313965,0.14153680205345154,0.47416573762893677,1.8013489246368408
34898_0041_A_1277	0.00863678939640522,0.11242061108350754,0.03791804611682892,0.05266518145799637,0.06778892874717712,0.4144171178340912
34898_0041_A_1281	0.44136232137680054,0.0537106916308403,0.02323894202709198,0.23855185508728027,0.05959054082632065,1.5174169540405273
34898_0041_A_1282	0.2442057877779007,0.03624475374817848,0.019404437392950058,0.13543365895748138,0.04421015456318855,1.1251955032348633
34898_0041_A_1285	0.010864514857530594,0.026950515806674957,0.004605164285749197,0.025808757171034813,0.032726746052503586,0.030115749686956406
34898_0041_A_1287	0.004054335877299309,0.04776749759912491,0.0492766797542572,0.02391267940402031,0.03819136321544647,0.19109156727790833
34898_0041_A_1288	0.01646629348397255,0.43145185708999634,0.10644842684268951,1.3566560745239258,0.20043453574180603,0.17065048217773438
34898_0041_A_1291	0.01573847234249115,0.019399024546146393,0.5420459508895874,0.031829070299863815,2.3652114868164062,0.19224503636360168
34898_0041_A_1293	0.021850809454917908,0.021789725869894028,0.04772403836250305,0.8151474595069885,0.23571865260601044,0.6939753293991089
34898_0041_A_1292	0.051380448043346405,0.05809200555086136,0.612484335899353,0.04297766834497452,0.14822228252887726,0.8852131962776184
34898_0041_A_1300	0.0019137838389724493,0.0052290428429841995,0.006391850300133228,0.025521889328956604,0.20318102836608887,0.06366004794836044
34898_0041_A_1301	0.021578839048743248,0.031847886741161346,0.013174482621252537,0.026328351348638535,0.033123429864645004,0.5152304768562317
34898_0041_A_1305	0.014661211520433426,0.033109620213508606,0.005050647538155317,0.10524016618728638,0.1049981564283371,0.45255863666534424
34898_0041_A_1315	0.010639849118888378,0.06525802612304688,0.0037440662272274494,0.023700259625911713,0.016569342464208603,0.35594266653060913
34898_0041_A_1319	0.012332072481513023,0.05772203207015991,0.006804103031754494,1.0775465965270996,0.05216420441865921,0.05356302112340927
34898_0042_A_1324	0.030223717913031578,0.0377860963344574,0.021719060838222504,0.2580126225948334,0.10659024864435196,1.1425541639328003
34898_0044_A_1326	0.018289461731910706,0.03908267244696617,0.007882243022322655,0.06156641244888306,0.17566102743148804,0.7525116205215454
34898_0045_A_1334	0.03433486074209213,0.13986168801784515,0.010420416481792927,0.22487938404083252,0.03383379057049751,0.2985116243362427
34898_0045_A_1333	0.01160949096083641,0.02152126096189022,0.021504344418644905,0.022680630907416344,0.31623947620391846,0.7639626860618591
34898_0045_A_1329	0.015472592785954475,0.03403315320611,1.20128333568573,0.02976977825164795,2.2244412899017334,0.07383573800325394
34898_0045_A_1337	0.01378671359270811,0.10937965661287308,0.14120343327522278,0.08649436384439468,1.0403130054473877,0.09402072429656982
34898_0041_A_1297	0.16891181468963623,0.02812786214053631,0.008289957419037819,0.3183428645133972,0.09868752211332321,0.7038212418556213
34898_0041_A_1303	0.09188468754291534,0.061129458248615265,0.0048208232037723064,0.24413564801216125,0.02496771700680256,0.6057716608047485
34898_0041_A_1310	2.2680976390838623,0.2036963850259781,0.015805579721927643,0.102431520819664,0.04204021766781807,0.6395552754402161
34898_0041_A_1313	0.0058743515983223915,0.08795715123414993,0.007046418730169535,0.05331207066774368,0.007783803157508373,0.010870767757296562
34898_0041_A_1322	0.10088260471820831,0.02603103406727314,0.014968816190958023,0.029842106625437737,0.011887121945619583,0.28717416524887085
34898_0041_A_1320	0.010639849118888378,0.06525802612304688,0.0037440662272274494,0.023700259625911713,0.016569342464208603,0.35594266653060913
34898_0044_A_1328	0.022133976221084595,0.00912255235016346,0.0631803497672081,0.505424439907074,0.971749484539032,0.2636026442050934
34898_0045_A_1331	0.06947115063667297,0.048021696507930756,0.005191832780838013,0.48979651927948,0.08935951441526413,0.3628925085067749
34898_0047_A_1340	0.003300335956737399,0.007559808902442455,0.020100314170122147,0.01711386628448963,0.23493732511997223,0.051336489617824554
34898_0041_A_1299	0.03613094240427017,0.03989016264677048,0.00423683924600482,0.008155211806297302,0.031759001314640045,1.7270972728729248
34898_0041_A_1302	0.009835463017225266,0.023930586874485016,0.004429012071341276,0.019169677048921585,0.024235088378190994,0.033339351415634155
34898_0041_A_1304	0.005696656182408333,0.015856940299272537,0.13831576704978943,0.04922112077474594,0.05411883443593979,0.16662386059761047
34898_0041_A_1307	0.023003969341516495,0.05700357258319855,0.008662574924528599,0.2033243179321289,0.1230897605419159,0.6234652996063232
34898_0041_A_1309	2.580883502960205,0.26658299565315247,0.034486763179302216,0.2989555895328522,0.0785929337143898,0.5672099590301514
34898_0041_A_1306	0.0045300694182515144,0.01769990101456642,0.030836746096611023,0.14109879732131958,0.0647968277335167,0.09567457437515259
34898_0041_A_1314	0.0657995194196701,0.0741238221526146,0.0490204319357872,0.04426717013120651,0.5106556415557861,0.5634348392486572
34898_0041_A_1317	0.15383824706077576,0.39908427000045776,0.005094020627439022,0.027785997837781906,0.004987929482012987,0.22035089135169983
34898_0041_A_1318	0.02514200285077095,0.06817755848169327,0.004505845718085766,0.020200390368700027,0.005722520407289267,0.3183445334434509
34898_0041_A_1312	0.016970686614513397,0.12681002914905548,0.011882909573614597,0.06599585711956024,0.046566519886255264,0.11332093924283981
34898_0041_A_1311	0.0045583839528262615,0.018563129007816315,0.005182264838367701,0.19430920481681824,0.048926204442977905,0.08842025697231293
34898_0042_A_1323	0.0034099097829312086,0.013951834291219711,0.006553557235747576,1.037255883216858,0.24588921666145325,0.12793728709220886
34898_0044_A_1327	0.03097616694867611,0.023147132247686386,0.0993255078792572,1.734002709388733,0.37501975893974304,0.6806358098983765
34898_0045_A_1330	0.011940881609916687,0.014603748917579651,0.006385703571140766,0.1170620322227478,0.21241357922554016,0.25189685821533203
34898_0045_A_1332	0.007811111398041248,0.01734906993806362,0.0038710604421794415,0.5342724919319153,0.06860540062189102,0.3497336506843567
34898_0045_A_1335	0.09538867324590683,0.051157739013433456,0.016351714730262756,0.2085667848587036,0.026388326659798622,0.47060367465019226
34898_0045_A_1336	0.08531408756971359,0.04026435688138008,0.02004343271255493,0.25183385610580444,0.023025378584861755,0.5363460779190063
34898_0047_A_1339	0.0027319102082401514,0.019340505823493004,0.023012254387140274,0.014972466975450516,0.08400984853506088,0.10739633440971375
34898_0046_A_1338	0.015024385415017605,0.017728157341480255,0.00760115310549736,0.019520483911037445,0.4793018102645874,0.03628385812044144
34898_0047_A_1342	0.004309726879000664,0.010191444307565689,0.016954343765974045,0.006583779118955135,0.6938779354095459,0.05476973205804825
34898_0047_A_1343	0.007330487482249737,0.0318978875875473,0.005266123916953802,0.006789952050894499,0.011619968339800835,0.03499264270067215
34898_0048_A_1346	0.018592355772852898,0.011620867997407913,0.017280304804444313,0.005133225582540035,0.2746703326702118,0.23263967037200928
34898_0049_A_1355	0.007362220901995897,0.01327667385339737,0.028120487928390503,0.93734210729599,0.22563549876213074,0.5364400148391724
34898_0049_A_1358	0.003529217094182968,0.010712300427258015,0.11508101224899292,0.01456294022500515,0.21972060203552246,0.3127650022506714
34898_0049_A_1361	0.005465362221002579,0.00964590348303318,0.20543396472930908,0.09145217388868332,0.2381708323955536,0.13554120063781738
34898_0049_A_1363	0.011221593245863914,0.10850328207015991,2.4016122817993164,0.018161587417125702,0.08442339301109314,0.06876008212566376
34898_0049_A_1364	0.002643957734107971,0.0021567668300122023,0.02102712169289589,0.03517071530222893,0.0686350092291832,0.03819124028086662
34898_0049_A_1371	0.008024576120078564,0.004005414433777332,0.095465749502182,0.016318652778863907,0.20316368341445923,1.4816746711730957
34898_0049_A_1376	0.04289795085787773,0.16400238871574402,0.012522108852863312,0.0132913738489151,0.12727713584899902,0.01572144590318203
34898_0052_A_1386	0.003859695279970765,0.0029406496323645115,0.014333399012684822,0.21828216314315796,0.1279691457748413,0.4040430188179016
34898_0049_A_1349	0.016877753660082817,0.14766430854797363,0.019336281344294548,0.022720765322446823,0.016689542680978775,0.21078282594680786
34898_0049_A_1360	0.0043336376547813416,0.02009732648730278,0.005995448213070631,0.015794172883033752,0.01335219107568264,0.021899739280343056
34898_0049_A_1362	0.0029362288769334555,0.007388985715806484,0.06708145141601562,0.05892337113618851,0.08675674349069595,0.10098838806152344
34898_0049_A_1365	0.0066392309963703156,0.008641701191663742,0.023984793573617935,0.12497737258672714,0.18951699137687683,0.051962703466415405
34898_0049_A_1374	0.0036162626929581165,0.007036804687231779,0.02172989957034588,0.06579387933015823,0.3907012343406677,0.13850173354148865
34898_0049_A_1375	0.016309523954987526,0.0553034245967865,2.644803285598755,0.04228565841913223,0.2848597466945648,0.23199689388275146
34898_0047_A_1341	0.02837619185447693,0.03033113107085228,0.025490066036581993,0.34421753883361816,0.10961421579122543,0.7295151948928833
34898_0048_A_1344	0.0018281423253938556,0.02591487392783165,0.0040826089680194855,0.013070909306406975,0.010614173486828804,0.06446263194084167
34898_0049_A_1353	0.005840410478413105,0.029458438977599144,0.18687379360198975,0.021874861791729927,0.08369805663824081,0.1718863844871521
34898_0049_A_1359	0.007755231577903032,0.010355737060308456,0.1598694622516632,0.08309589326381683,0.546640932559967,1.289259433746338
34898_0049_A_1369	0.00658069783821702,0.008624183014035225,0.004665015265345573,0.09535078704357147,0.1851213127374649,0.03328496962785721
34898_0049_A_1373	0.003838022705167532,0.00509626604616642,0.018740367144346237,0.0702383741736412,0.18660880625247955,0.5128811001777649
34898_0050_A_1378	0.02365807257592678,0.11270587146282196,0.011780813336372375,0.04301919788122177,0.329377144575119,0.11454728245735168
34898_0052_A_1380	0.01127542369067669,0.037854328751564026,0.025734659284353256,0.015365260653197765,0.04449043422937393,0.2824767231941223
34898_0052_A_1381	0.008294835686683655,0.041508786380290985,0.008832649327814579,0.48204147815704346,0.07064877450466156,0.39926639199256897
34898_0052_A_1385	0.26593634486198425,1.346328854560852,0.012783944606781006,0.008249873295426369,0.058390334248542786,0.28321388363838196
34898_0052_A_1389	0.006479855161160231,0.009174859151244164,0.32782357931137085,0.016509469598531723,0.06990588456392288,0.1293134242296219
34898_0052_A_1392	0.026131968945264816,0.015400593169033527,0.013078786432743073,0.016104714944958687,0.017727920785546303,0.2771851718425751
34898_0052_A_1396	0.003645774908363819,0.0030692792497575283,0.25146740674972534,0.08617691695690155,0.10951430350542068,0.9021500945091248
34898_0052_A_1398	0.0022460659965872765,0.022393956780433655,0.5028935670852661,0.020671585574746132,0.025190016254782677,0.02609129622578621
34898_0052_A_1402	0.006421422120183706,0.036048538982868195,0.2750440239906311,0.6043808460235596,0.2590755522251129,0.2536308169364929
34898_0053_A_1413	0.0032003256492316723,0.02103918232023716,0.0279218889772892,0.010482016950845718,0.004704165272414684,0.01839069463312626
34898_0053_A_1412	0.0018401446286588907,0.019108666107058525,0.04425627365708351,0.011130856350064278,0.014785992912948132,0.021134592592716217
34898_0053_A_1416	0.00283579109236598,0.010682394728064537,0.14197827875614166,0.02155495062470436,0.4874250888824463,0.035383280366659164
34898_0053_A_1418	0.0049447473138570786,0.007366967853158712,0.038642995059490204,0.48175299167633057,0.14499515295028687,0.6281870007514954
34898_0053_A_1422	0.011477692052721977,0.018213143572211266,0.030716612935066223,1.476082682609558,0.16853472590446472,0.3255224823951721
34898_0053_A_1420	0.0026334370486438274,0.006679570768028498,0.04402129724621773,0.1314755380153656,0.03921951353549957,0.09901148080825806
34898_0053_A_1425	0.005527098663151264,0.006550826132297516,0.02343827486038208,0.030270131304860115,0.24558836221694946,0.08605042099952698
34898_0053_A_1427	0.09244119375944138,0.018164988607168198,0.014149049296975136,0.1627461314201355,0.28550252318382263,0.3739413022994995
34898_0053_A_1428	0.06073901057243347,0.01899881660938263,0.024241682142019272,0.08898605406284332,0.4242638945579529,2.671862840652466
34898_0053_A_1429	0.05435650795698166,0.07679171860218048,0.015931030735373497,0.14132659137248993,0.07274952530860901,1.047978162765503
34898_0053_A_1431	0.005847881082445383,0.017239324748516083,0.024204961955547333,0.012627256102859974,0.024226974695920944,0.022569384425878525
34898_0052_A_1400	0.0015910658985376358,0.00886133499443531,0.015620091930031776,0.030429990962147713,0.08369419723749161,0.045705024152994156
34898_0052_A_1404	0.013128292746841908,0.004492870066314936,0.030226126313209534,0.06318755447864532,0.22861044108867645,0.8707104921340942
34898_0052_A_1407	0.007116660475730896,0.021517880260944366,0.04971003904938698,0.055020030587911606,0.26815953850746155,0.040385521948337555
34898_0052_A_1388	0.0071485647931694984,0.009350188076496124,0.6134325265884399,0.020494922995567322,0.23587386310100555,0.7059051394462585
34898_0052_A_1391	0.03947914019227028,0.08512424677610397,0.01288454607129097,0.046423666179180145,0.08709468692541122,0.24618494510650635
34898_0052_A_1390	0.005973021499812603,0.11047422140836716,0.02809130772948265,0.07341495156288147,0.014823377132415771,0.1250668615102768
34898_0052_A_1395	0.01852245442569256,0.03343084454536438,0.03840699419379234,0.018019147217273712,0.4312245547771454,0.5183082222938538
34898_0052_A_1394	0.006224441342055798,0.015355275943875313,0.15202739834785461,0.018432453274726868,0.14247973263263702,0.23049360513687134
34898_0052_A_1399	0.0009017097763717175,0.0308462493121624,0.02482951432466507,0.04508553817868233,0.07004901021718979,0.0665035992860794
34898_0052_A_1401	0.0018559747841209173,0.0074930451810359955,0.2065863013267517,0.03233141079545021,0.10993315279483795,0.030788378790020943
34898_0052_A_1403	0.004847085103392601,0.21454556286334991,0.04319746792316437,0.07350927591323853,0.03776321932673454,0.043732382357120514
34898_0052_A_1408	0.01794164627790451,0.0063535734079778194,0.005772624630481005,0.12003929913043976,0.0597289614379406,0.03856563940644264
34898_0052_A_1411	0.0020025894045829773,0.019621707499027252,0.023157235234975815,0.030842378735542297,0.08908861875534058,0.034207459539175034
34898_0052_A_1410	0.012284273281693459,0.01279819943010807,0.008017287589609623,0.2606661319732666,0.5397065877914429,0.8787508010864258
34898_0053_A_1414	0.010270342230796814,0.0164351649582386,0.06981344521045685,0.018451174721121788,0.03708445653319359,0.05940844863653183
34898_0053_A_1415	0.008982311934232712,0.024341974407434464,0.027023881673812866,2.1160364151000977,0.05449555069208145,0.1929192692041397
34898_0053_A_1417	0.02546125464141369,0.02113083004951477,0.016101086512207985,0.028113611042499542,0.030947867780923843,0.18476028740406036
34898_0053_A_1424	0.0276813767850399,0.030040981248021126,0.054348427802324295,0.2519721984863281,0.4585655629634857,0.11539527028799057
34898_0053_A_1419	0.001669720746576786,0.011652638204395771,0.03461042791604996,0.26440271735191345,0.01926577091217041,0.04544781520962715
34898_0053_A_1423	0.005890244152396917,0.0031739119440317154,0.027994975447654724,0.19308659434318542,0.13515308499336243,0.8292762041091919
34898_0053_A_1426	0.04895928502082825,0.13494205474853516,0.03891526162624359,0.10353261977434158,0.014778767712414265,0.034765779972076416
34898_0053_A_1432	0.0056312414817512035,0.014961197040975094,0.027895409613847733,0.011212198063731194,0.019231554120779037,0.017735913395881653
34898_0053_A_1430	0.013627457432448864,0.015532954595983028,0.046176254749298096,2.292349100112915,0.04831736907362938,0.08267804980278015
34898_0053_A_1433	0.004776421934366226,0.009898455813527107,0.01692667230963707,0.009101209230720997,0.016267254948616028,0.013675076887011528
34898_0053_A_1435	0.006825832184404135,0.01057000458240509,0.04948350414633751,1.3113830089569092,0.0417744517326355,0.0430678129196167
34898_0053_A_1436	0.0357966348528862,0.039899587631225586,0.008074124343693256,0.09022340923547745,0.03646134212613106,0.054604366421699524
34898_0053_A_1437	0.011787115596234798,0.018245931714773178,0.005783737637102604,0.06968700885772705,0.03686560317873955,0.020587315782904625
34898_0053_A_1439	0.006844865158200264,0.017664318904280663,0.04078138619661331,1.0161497592926025,0.08297716081142426,0.10188519954681396
34898_0053_A_1442	0.005812736228108406,0.0020345905795693398,0.015055205672979355,0.04846830666065216,0.0589728020131588,0.7545961141586304
34898_0053_A_1434	0.005685137584805489,0.015363691374659538,0.11632348597049713,0.9703843593597412,0.04890495538711548,0.0392618402838707
34898_0053_A_1438	0.021389447152614594,0.012133682146668434,0.07202236354351044,0.04808087646961212,0.4413333535194397,1.4595508575439453
34898_0053_A_1441	0.005061938427388668,0.010647418908774853,0.013167398050427437,0.030181260779500008,0.0611935555934906,0.24141472578048706
34898_0053_A_1440	0.002415509195998311,0.002798129338771105,0.00984676368534565,0.04673687741160393,0.09575733542442322,0.17940105497837067
34898_0053_A_1443	0.006829418241977692,0.005678891204297543,0.011166037991642952,0.02027197554707527,0.06114235147833824,0.16780677437782288
34898_0053_A_1446	0.010860188864171505,0.007930021733045578,0.05240274965763092,0.021632619202136993,0.06886520981788635,0.874414324760437
34898_0054_A_1447	0.09619717299938202,0.021096359938383102,0.050918206572532654,0.024612989276647568,0.1305144727230072,0.775048017501831
34898_0054_A_1452	0.003839898621663451,0.00479291845113039,0.00462574977427721,0.17217746376991272,0.0794079378247261,0.31964167952537537
34898_0054_A_1450	0.012857424095273018,0.003579343669116497,0.004831819795072079,0.02994922734797001,0.04627637565135956,0.04612163454294205
34898_0054_A_1451	0.01343860849738121,0.0038666606415063143,0.008502038195729256,0.052999116480350494,0.09496374428272247,0.046449609100818634
34898_0054_A_1456	0.0022626789286732674,0.06035754829645157,0.018794890493154526,0.02578289434313774,0.01322655938565731,0.01810683123767376
34898_0054_A_1457	0.0034980508498847485,0.004933322314172983,0.015570282936096191,0.24354341626167297,0.08011964708566666,0.5335415005683899
34898_0054_A_1458	0.001813492039218545,0.009115763008594513,0.006479195784777403,0.014153455384075642,0.023822613060474396,0.005771283991634846
34898_0054_A_1460	0.024511370807886124,0.020988555625081062,0.10280716419219971,0.024414703249931335,0.30341747403144836,0.5061096549034119
34898_0054_A_1461	0.016730641946196556,0.015942037105560303,0.0703607127070427,0.01712789386510849,0.23230251669883728,0.39315134286880493
34898_0054_A_1465	0.011001705192029476,0.012673605233430862,0.03404250741004944,0.03352094069123268,0.02658737450838089,0.04457712173461914
34898_0054_A_1463	0.03384910523891449,0.10218007117509842,0.5874465107917786,0.05059151351451874,0.028742970898747444,0.06470665335655212
34898_0054_A_1466	0.004249566234648228,0.08158185333013535,0.038769207894802094,0.022047799080610275,0.016200058162212372,0.13433007895946503
34898_0054_A_1468	0.002525303978472948,0.012055004015564919,0.024522442370653152,0.2815842628479004,0.08113346248865128,0.1786242425441742
34898_0054_A_1470	0.004123352933675051,0.030116776004433632,0.1534431427717209,0.4565088748931885,0.1183081567287445,0.06542888283729553
34898_0054_A_1473	0.012567536905407906,0.17075039446353912,0.18515773117542267,0.008975575678050518,0.009742427617311478,0.0699583888053894
34898_0054_A_1475	0.014846241101622581,0.030221261084079742,0.019083386287093163,0.06277308613061905,0.04889855533838272,0.06430163979530334
34898_0054_A_1480	0.03233978897333145,0.02260076440870762,0.06877529621124268,0.09234945476055145,0.2830929458141327,0.19254332780838013
34898_0054_A_1479	0.002587551949545741,0.0038143154233694077,0.01022923830896616,0.030709289014339447,0.048423849046230316,0.04515931010246277
34898_0054_A_1485	0.0030928293708711863,0.0029449041467159986,0.00684825936332345,0.1314404457807541,0.03695378452539444,0.06781774759292603
34898_0054_A_1488	0.004166027996689081,0.0255904458463192,0.028922513127326965,0.007717884611338377,0.012728791683912277,0.03819042816758156
34898_0053_A_1444	0.0025948998518288136,0.02441868931055069,0.06838438659906387,0.06896386295557022,0.02668738178908825,0.04993046075105667
34898_0053_A_1445	0.0032980870455503464,0.014788658358156681,0.08838609606027603,0.047635793685913086,0.0323779322206974,0.0946856439113617
34898_0054_A_1449	0.09619717299938202,0.021096359938383102,0.050918206572532654,0.024612989276647568,0.1305144727230072,0.775048017501831
34898_0054_A_1448	0.09619717299938202,0.021096359938383102,0.050918206572532654,0.024612989276647568,0.1305144727230072,0.775048017501831
34898_0054_A_1453	0.012824233621358871,0.01431136392056942,0.005579896736890078,0.3531871438026428,0.046905577182769775,0.40608423948287964
34898_0054_A_1455	0.002083475235849619,0.08136620372533798,0.011972552165389061,0.013544568791985512,0.01341219898313284,0.012278702110052109
34898_0054_A_1459	0.002495314460247755,0.0048898933455348015,0.011432061903178692,0.025468766689300537,0.04169105738401413,0.009051760658621788
34898_0054_A_1462	0.03605379909276962,0.11607107520103455,0.6001415252685547,0.04850738123059273,0.038148362189531326,0.07099197804927826
34898_0054_A_1467	0.005081329960376024,0.027920182794332504,0.7378445863723755,0.12793488800525665,0.03302080184221268,0.31779927015304565
34898_0054_A_1469	0.003216028679162264,0.021613366901874542,0.09898905456066132,0.2884756326675415,0.12351015210151672,0.07935044914484024
34898_0054_A_1464	0.012811454012989998,0.03145582973957062,0.09308163076639175,0.09070545434951782,0.04679595306515694,0.047391608357429504
34898_0054_A_1472	0.032082878053188324,0.14622382819652557,0.01061774417757988,0.025258857756853104,0.016645006835460663,0.034757208079099655
34898_0054_A_1471	0.004075451288372278,0.011962104588747025,0.02900012955069542,0.07957111299037933,0.3076774775981903,0.18029995262622833
